회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),순운전자본비율(IFRS),부채비율(IFRS),자기자본배율(IFRS),이자보상배율(이자비용)(IFRS),비유동비율(IFRS),유동자산구성비율(IFRS),자기자본구성비율(IFRS),차입금의존도(IFRS),매출액증가율(IFRS),총자본증가율(IFRS),자기자본증가율(IFRS),순이익증가율(IFRS),유형자산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),매출액총이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),1주당순이익(IFRS),1주당매출액(IFRS),금융비용 대 총비용비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),비유동자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),재고자산회전기간(IFRS),매출채권회전기간(IFRS),1회전기간(IFRS),운전자본회전률(IFRS),순운전자본회전률(IFRS),유형자산회전율(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),부가가치(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS)
세방(주),004360,2012/12,1977/05/19,,1,126.43,125.87,12.83,6.06,46.38,4537.5,5.83,103.94,28.99,68.31,12.8,-2.1,-2.67,3.52,5.14,1.47,4.65,-16.91,-97.09,9.6,4.05,4.84,3,4.52,1007,24876.28,0.45,0.74,1.12,1.08,32.8,4.57,9.84,37.11,11.13,79.79,0.02,0.04,1.41,2.93,2.34,2.53,137784.07,18.04,70.53,1515.67,24.08,66.95,33.05,16.83
세방(주),004360,2013/12,1977/05/19,,1,101.15,100.49,11.9,0.21,39.44,4581.21,5.85,113.57,18.56,71.72,10.24,-8.06,-3.83,0.96,-72.02,16.04,10.31,-38.45,-9.42,7.59,1.23,2.9,0.87,1.24,281,22871.92,0.38,0.7,1,0.92,559.38,4.91,9.56,38.2,0.65,74.34,0.03,0,1.58,2.48,2.94,2.96,116718.16,15.89,51.66,1306.78,22.19,78,22,5.56
세방(주),004360,2014/12,1977/05/19,,1,117.08,116.49,8.66,3.2,31.18,4667.1,11.11,102.41,21.93,76.23,5.1,7.79,-4.16,1.88,117.65,-1.32,-8.13,13.28,-12.35,10.01,2.49,4.03,1.96,2.66,613,24654.78,-0.44,0.79,1.07,0.99,676.06,5.74,9.78,37.31,0.54,63.63,0.04,0,2.03,2.5,3.9,3.92,118316.03,16.81,52.63,1131.82,20.87,75.88,24.12,11.93
세방(주),004360,2015/12,1977/05/19,,1,138.33,137.72,26.99,6.61,27.42,4781.75,20.07,97.02,23.85,78.48,5.09,-0.58,-0.48,2.46,-6.22,-1.17,-2.93,8.24,-6.66,9.54,2.35,3.63,1.89,2.44,575,24510.75,-0.54,0.8,1.04,1.04,744.25,5.29,10.85,33.64,0.49,69.01,0.03,0,1.96,2.52,3.51,3.52,116277.51,16.6,52.71,1466.69,20.63,76.66,23.34,11.39
세방(주),004360,2016/12,1977/05/19,,1,174,173.11,17.8,11.68,24.42,4876.54,18.32,90.26,27.45,80.37,3.55,-1.17,-0.42,1.98,13.94,3.86,-5.12,14.61,34.17,8.88,2.71,2.78,2.16,2.72,655,24225.01,-0.68,0.8,1,1.07,650.64,5.3,11.81,30.91,0.56,68.8,0.03,0,1.89,2.46,3.11,3.12,113826.51,16.31,49.32,1194.77,20.43,75.88,24.12,13.25
세방(주),004360,2017/12,1977/05/19,,1,177.01,175.91,30.58,11.88,22.85,4957.41,12.35,89.31,27.3,81.4,3.54,2.45,0.37,1.66,-3.36,2.65,0.58,-0.19,21.4,7.61,2.55,1.95,2.09,2.58,637,24818.19,-0.8,0.82,1.01,1.12,525.45,5.65,10.61,34.41,0.69,64.6,0.03,0,1.9,2.44,2.98,3,115186.22,16.45,49.6,1248.37,20.18,75.6,24.4,12.66
세방(주),004360,2018/12,1977/05/19,,1,141.5,140.38,20.82,6.1,21.37,5024.17,12.82,96.13,20.8,82.39,3.42,-1.36,0.13,1.35,-14.31,12.98,9.09,-23.72,-2.92,7.96,2.22,2.26,1.78,2.18,547,24480.49,-1.09,0.8,0.98,1.06,479.61,6.17,9.39,38.87,0.76,59.15,0.05,0,2.05,2.23,3.34,3.36,104859.12,14.95,43.77,887.62,18.63,80.27,19.73,11.91
세방(주),004360,2019/12,1977/05/19,,1,104.98,104.38,15.19,0.95,38.1,4827.31,8.1,110.45,20.02,72.41,10.08,1.38,9.32,-3.92,0,5.14,10.39,5.23,-23.93,8.93,-3.43,2.94,-2.67,-3.46,-859,24817.58,-1.04,0.78,1.01,0.98,560.59,6.44,9.72,37.54,0.65,56.67,0.05,0,2.08,2.08,3.81,3.84,86517.61,11.29,30.83,582.57,15.16,98.48,1.52,-22.64
세방(주),004360,2020/12,1977/05/19,,1,120.97,120.59,17.07,4.28,40.9,4854.12,5.8,106.09,24.7,70.97,12.21,1.14,2.6,0.56,0,-3.25,-3.41,26.61,-30.73,8.52,1.68,3.57,1.25,1.74,427,25100.58,-2.23,0.74,1.04,0.96,775.24,6.29,10.11,36.09,0.47,57.99,0.04,0,1.76,2.08,3.32,3.33,87503.16,11.13,32.15,669.64,15.16,57.72,42.28,11.07
세방(주),004360,2021/12,1977/05/19,,1,145.1,144.67,22.11,9.53,40.11,4939.89,9.49,97.16,30.65,71.37,10.11,7.58,1.2,1.77,82.2,-10.06,-6.8,25.57,18.33,8.63,2.84,2.88,2.23,3.13,787,27002.1,-0.71,0.78,1.1,1.09,933.4,6.49,10.16,35.92,0.39,56.21,0.05,0,1.62,2.4,2.83,2.84,108097.69,13.58,45.59,967.72,17.41,46.93,53.07,16.32
세방(주),004360,2022/12,1977/05/19,,1,144.6,144.14,15.65,9.14,35.03,5269.66,12.68,95,29.65,74.06,8.17,14.11,2.81,6.68,123.06,7.11,4.3,-0.57,5.2,9.56,5.55,4.73,4.88,6.71,1799,30813.01,-1.68,0.88,1.21,1.26,957.74,6.74,10.8,33.8,0.38,54.15,0.05,0,1.72,2.79,2.91,2.92,115426,14.11,47.76,891.63,16.29,50.05,49.95,34.1
세방전지(주),004490,2011/12,1987/11/28,,1,252.7,197.3,54.3,44.48,45.31,7005.99,62.52,38.34,73.62,68.82,13.19,20.71,19.99,24.98,22.78,44.62,37.85,14.66,24.53,21.11,11.05,21.28,16.13,23.87,7527,68133.69,-0.75,1.46,2.16,5.88,9.2,5.29,18.32,19.92,39.68,68.97,0.01,0,1.39,6.58,1.94,2.46,210313.04,29.51,130.35,318.27,22.05,31.59,68.41,50.1
세방전지(주),004490,2012/12,1987/11/28,,1,313.57,255.72,29.83,49.09,31.94,8364.62,72.42,36.85,72.07,75.79,9.76,-11.27,8.41,19.39,-7.12,15.59,14.76,6.13,-10.69,22.59,11.56,17.84,13.18,18.19,6991,60452.16,-1.05,1.14,1.57,4.19,7.77,4.9,15.3,23.86,46.95,74.56,0.01,0,1.15,4.58,1.57,1.96,208188.54,26.95,112.07,247.77,24.6,32.78,67.22,47.01
세방전지(주),004490,2013/12,1987/11/28,,1,305.13,246.73,35.56,49.32,34.27,9257.75,62.85,35.77,73.36,74.47,10.37,8.56,12.63,10.68,-28.43,1.01,7.45,14.64,18.93,17.33,7.62,11.44,8.53,11.36,5007,65628.38,-0.87,1.12,1.49,4.11,8.17,5.32,14.91,24.48,44.67,68.65,0.01,0,1.16,4.62,1.54,1.89,178786.4,20.55,91.15,194.35,19.46,39.72,60.28,39.18
세방전지(주),004490,2014/12,1987/11/28,,1,313.07,258.29,42.1,49.22,32.72,9985.75,72.55,36.74,72.32,75.35,10.93,4,6.62,7.86,-12.33,6.45,10.77,5.11,-3.91,17.48,6.43,10.03,6.83,9.12,4406,68255.58,-0.9,1.06,1.42,3.91,7.98,5,15.81,23.09,45.75,72.99,0.01,0,1.1,4.63,1.46,1.79,181886.61,19.61,91.74,200.29,19.03,42.45,57.55,33.76
세방전지(주),004490,2015/12,1987/11/28,,1,320.6,266.15,66.44,47.71,29.53,10959.17,78,39.71,69.34,77.2,11.02,0.07,7.11,9.75,29.04,16.14,18.64,2.69,-0.32,18.97,8.29,10.82,8.25,10.81,5739,68303.98,-0.72,1,1.3,3.41,8.16,4.75,19.33,18.88,44.74,76.86,0.01,0,1.07,4.15,1.41,1.7,210000.8,21.13,88.57,166.33,21.96,39.49,60.51,37.73
세방전지(주),004490,2016/12,1987/11/28,,1,298.3,247.96,29.07,43.4,29.54,11836.74,48.81,44.97,65.29,77.2,10.75,0.29,8.01,8.01,-19.5,16.44,22.3,1.7,1.05,17.17,6.65,8.07,6.17,7.99,4641,68498.72,-0.64,0.93,1.2,2.83,8.15,4.56,17.9,20.39,44.77,79.98,0.01,0,1.04,3.58,1.38,1.66,195737.91,18.24,71.28,167.3,20.41,42.73,57.27,32.59
세방전지(주),004490,2017/12,1987/11/28,,1,303.24,239.17,43.22,41.54,27.03,12742.91,34.67,48.29,61.98,78.72,8.62,15.56,5.57,7.66,4.14,1.85,15.62,0.23,25.49,15.17,5.99,7.09,6.02,7.72,4833,79159.15,-0.68,1,1.29,2.76,8.31,5.32,17.68,20.64,43.91,68.58,0.01,0,1.19,3.81,1.58,1.95,208531.03,18.4,72.09,161.65,18.82,43.16,56.84,31.85
세방전지(주),004490,2018/12,1987/11/28,,1,296.34,247.5,52.69,40.92,27.45,14034.09,37.54,48.73,61.76,78.46,9.52,5.19,10.5,10.13,43.12,-0.52,11.13,10.11,-14.11,16.88,8.16,10.44,7.97,10.14,6917,83266.34,-1.06,0.98,1.24,2.56,8.45,5.53,17.15,21.29,43.19,66.01,0.01,0,1.18,3.98,1.58,1.94,245329.78,19.59,85.33,201.98,21.05,37.17,62.83,38.75
세방전지(주),004490,2019/12,1987/11/28,,1,343.57,272.57,31.55,44.07,23.73,15034.02,27.4,46.81,62.16,80.82,9.06,-3.08,3.99,7.13,-20.13,-21.92,2.9,4.67,31.23,17.1,6.72,8.96,5.95,7.46,5524,80700.38,-0.39,0.88,1.11,2.33,7.67,5.33,16.37,22.29,47.61,68.5,0.01,0,1.09,4.35,1.43,1.75,245538.95,18.86,108.59,233.68,21.73,40.18,59.82,30.92
세방전지(주),004490,2020/12,1987/11/28,,1,373.5,309.12,35.49,46.1,21.4,15727.01,17.59,44.98,62.95,82.37,7.55,-4.67,2.64,4.61,-19.93,-14.27,0.51,3.94,-13.31,15.91,5.65,6.94,4.61,5.65,4510,76929.73,-0.03,0.82,1,2.18,6.9,5.43,16.18,22.56,52.91,67.17,0.01,0,1.02,5.09,1.3,1.61,215148.09,16.1,111.03,247.32,19.98,45.56,54.44,28.26
세방전지(주),004490,2021/12,1987/11/28,,1,333.01,259.67,28.33,45.55,25.13,16872.91,32.22,43.67,65.1,79.92,8.66,15.5,10.58,7.29,40.62,-4.76,4.16,14.36,46.13,14.49,6.87,6.91,6.08,7.49,6379,88851.67,-0.07,0.88,1.09,2.46,6.97,5.72,16.69,21.87,52.36,63.82,0.01,0,1.07,6.52,1.38,1.72,253434.92,17.15,140.51,321.53,20.37,41.05,58.95,33.73
세방전지(주),004490,2022/12,1987/11/28,,1,300.14,208.5,38.68,34.18,21.7,17399.59,15.95,59.32,51.26,82.17,7.23,2.77,0.3,3.12,-43.32,2.79,40.08,-21.02,9.49,13.11,3.79,5.37,3.27,4.04,3645,91313.11,-0.12,0.86,1.07,2.06,5.76,5.33,16.59,22,63.37,68.47,0.01,0,1.13,6.78,1.48,2,208116.73,14.04,110.68,242.27,16.28,49.95,50.05,23.28
세원이앤씨(주),091090,2011/12,2006/07/31,,3,82.58,73.46,3.63,-9.76,229.98,638.73,-3.22,177.24,46.29,30.31,41.2,1.01,21.86,-17.22,0,32.89,31.86,11.99,53.74,1.21,-9.01,-5.05,-6.15,-16.73,-590,6548.37,1.94,0.68,1.86,1.32,14.73,5.06,5.29,68.96,24.78,72.16,0.04,0.07,0.7,1.45,1.42,1.57,17070.56,4.47,9.19,90.85,7.2,161.55,-61.55,-125.17
세원이앤씨(주),091090,2012/12,2006/07/31,,3,88.28,81.64,2.23,-6.08,221.59,643.4,1.05,174.27,45.81,31.1,49.19,20.2,-1.83,0.73,0,-3.28,-0.96,-2.84,-33.88,10.96,0.87,2.93,0.66,2.13,68,7871.06,3.4,0.75,2.46,1.4,17.59,4.47,6.01,60.75,20.75,81.62,0.02,0.06,0.75,1.55,1.64,1.8,44329.94,11.83,24.57,251.58,15.55,57.73,42.27,5.59
세원이앤씨(주),091090,2013/12,2006/07/31,,3,84.31,75.15,1.14,-7.3,178.18,548.04,-1.29,169.08,39.22,35.95,45.48,-35.02,-17.99,-5.2,0,-11.62,-8.02,-29.79,1.49,6.67,-11.42,-3.23,-6.21,-18.65,-547,4792.66,3.91,0.54,1.63,0.95,14.25,2.79,5.13,71.16,25.61,130.98,0.01,0.08,0.59,1.09,1.27,1.39,23993.59,7.81,15.06,160.05,12.95,112.85,-12.85,-88.21
세원이앤씨(주),091090,2014/12,2006/07/31,,3,65.07,59.23,0.99,-22.61,250.45,445.56,-1.45,202.86,42.11,28.53,47.02,8.72,2.42,-18.7,0,-3.87,-2.46,9.98,-9.23,7.39,-8.9,-3.81,-5.76,-17.89,-445,4996.16,3.61,0.65,2.01,1.09,16.12,4.81,5.24,69.69,22.64,75.96,0.03,0.06,0.67,1.29,1.59,1.77,24393.22,7.75,15.98,202.85,12.11,106,-6,-73.46
세원이앤씨(주),091090,2015/12,2006/07/31,,3,89.81,82.47,1.3,-5.6,141.95,512.82,0.25,122.52,49.36,41.33,33.84,36.35,13.94,65.04,0,-1.25,-0.32,33.55,21.64,9.37,2.89,0.67,2.36,6.68,176,5795.31,2.68,0.82,2.31,1.51,20.85,7.98,5.07,71.93,17.51,45.71,0,0.04,0.77,1.8,1.77,1.94,48272.39,13.46,31.96,500.7,17.58,53.04,46.96,16.47
세원이앤씨(주),091090,2016/12,2006/07/31,,3,88.2,80.86,2.93,-4.04,84.63,695.38,0.07,128.88,30.2,54.16,28.11,-19.19,8.46,42.13,0,59.77,49.51,-33.65,-32.4,7.52,-2.51,0.14,-1.49,-3.11,-93,3662.64,2.69,0.59,1.24,0.98,18.32,6.38,5.15,70.84,19.93,57.18,0.16,0.05,0.71,1.13,1.51,1.64,31536.64,8.11,13.05,428.45,14.21,74.96,25.04,-17.68
세원이앤씨(주),091090,2017/12,2006/07/31,,3,82.45,74.15,11.72,-5.69,80.06,665.58,0.78,131.9,26.75,55.54,28.02,-28.88,-6.04,-3.66,0,-1.95,-1.4,-16.77,0.72,8.28,-6.2,1.16,-2.59,-4.73,-161,2604.8,3.13,0.42,0.76,0.59,16.09,6.12,7.04,51.85,22.69,59.6,0.03,0.07,0.68,0.66,1.47,1.61,21697.94,5.94,9.16,402.07,13.75,89.95,10.05,-45.08
세원이앤씨(주),091090,2018/12,2006/07/31,,3,92.54,72.03,5.87,-2.62,89.38,593.82,-1.85,127.96,32.43,52.8,27.92,-15.31,-6.16,-10.78,0,-14.93,-13.44,13.77,150.32,6.42,-11.83,-2.67,-4.46,-8.24,-259,2191.51,3.2,0.38,0.7,0.54,7.75,5.9,7.37,49.56,47.09,61.89,0.02,0.16,0.6,0.61,1.28,1.53,8712.35,2.54,4.33,244.13,6.52,194.39,-94.39,-181.53
세원이앤씨(주),091090,2019/12,2006/07/31,,3,125.73,116.92,14.22,8.18,103.23,578.51,0.25,122.01,39.97,49.2,30.94,36.09,4.55,-2.58,0,-0.45,-7.11,28.83,-59.28,10.66,-10.53,0.53,-5.46,-10.72,-314,2982.46,3.08,0.52,1.02,0.81,10.49,6.67,8.52,42.85,34.79,54.71,0.02,0.12,0.74,0.9,1.43,1.65,9221.73,2.57,4.66,446.63,5.07,190.72,-90.72,-207.78
세원이앤씨(주),091090,2020/12,2006/07/31,,3,79.77,69.77,7.57,-7.94,91.1,490.62,-0.85,131.29,31.3,52.33,30.94,-39.57,-9.49,-3.74,0,4.02,3.58,-29.13,26.84,10.24,-24.16,-1.7,-7.78,-15.34,-428,1775.71,4.71,0.32,0.64,0.5,9.66,3.34,6.34,57.6,37.79,109.35,0.01,0.15,0.45,0.54,0.9,0.99,-2495.38,-0.77,-1.28,-149.07,-2.27,0,0,0
세원이앤씨(주),091090,2021/12,2006/07/31,,3,102.63,89.64,4.81,0.92,71.57,234.71,-1.15,109.7,36.06,58.29,23.91,-28.16,-9.44,0.87,0,-28.35,-15.72,4.34,5.31,3.98,-1.75,-2.76,-0.45,-0.81,-10,543.78,6.86,0.26,0.46,0.38,6.04,3.35,7.34,49.72,60.39,108.85,0.01,0.49,0.36,0.44,0.76,0.87,20148.11,6.86,13.46,2334.68,25.51,63.4,36.6,-6.87
세원이앤씨(주),091090,2022/12,2006/07/31,,3,111.45,93.02,13.64,3.83,67.87,155.9,0.23,105.23,37.31,59.57,18.8,59.76,-3.86,-1.74,0,-1.67,-5.74,-0.52,30.02,12.94,-68.12,1.02,-29.82,-50.62,-496,598.46,3.01,0.44,0.74,0.69,8.18,7.38,8.78,41.56,44.6,49.47,0.02,0.15,0.62,0.85,1.19,1.4,-68718.43,-24.32,-46.69,-7998.85,-54.47,0,0,0
세종공업(주),033530,2011/12,2002/09/25,,1,161,143.31,9.2,21.49,66.88,2400.87,24.35,72.21,56.73,59.92,18.44,1.78,9.73,6.3,-15.24,34.1,20.94,2.49,41.66,14.59,6.97,9.91,7.93,13.04,1521,21776.98,-1.33,1.14,1.87,2.75,20.45,3.37,7.77,47,17.85,108.24,0.01,0.06,1.22,5.94,1.94,2.14,116770.58,29.07,145.29,800.44,26.74,63.71,36.29,26.08
세종공업(주),033530,2012/12,2002/09/25,,1,161.46,143.86,30.11,20.52,63.07,2509.74,0.39,75.17,53.9,61.32,15,5.72,2.15,4.53,-49.66,8.89,8.82,-2.94,-3.67,14.64,3.32,0.69,3.78,6.23,770,23022.79,-0.08,1.14,1.88,2.54,18.79,3.59,7.99,45.66,19.43,101.67,0.01,0.07,1.27,5.25,2.06,2.31,114725.24,27.96,129.38,653.25,24.85,72.31,27.69,13.36
세종공업(주),033530,2013/12,2002/09/25,,1,176.66,159.31,32.95,23.44,53.38,2767.58,3.91,70.52,54.03,65.2,11.19,0.24,3.72,10.27,76.23,3.43,3.45,3.96,-6.33,15.44,5.84,2.15,6.46,10.21,1357,23078.58,-0.6,1.11,1.75,2.41,19.82,3.65,7.46,48.94,18.42,99.92,0.01,0.06,1.29,4.96,2.05,2.29,128068.02,30.09,139.05,628.78,27.67,64.5,35.5,21.1
세종공업(주),033530,2014/12,2002/09/25,,1,152.95,134.82,17.17,17.53,69.36,2899.18,-0.28,83.58,50.65,59.05,14.75,-2.74,15.67,4.76,-49.4,-1.5,24.17,8.43,30.83,15.19,3.04,0.62,2.98,4.81,687,22445.85,-0.25,0.98,1.58,2.05,17.26,3.14,6.67,54.73,21.14,116.1,0.01,0.07,1.17,4.78,1.88,2.11,113725.24,23.1,131.91,595.56,25.26,74.03,25.97,12.02
세종공업(주),033530,2015/12,2002/09/25,,1,143.77,131.6,15.91,14.74,73.48,3020.21,0.85,89.51,48.4,57.64,18.52,2.6,6.71,4.17,57.35,0.48,11.56,1.98,-27.18,15.73,4.66,1.4,4.23,7.25,1084,23028.85,-0.31,0.91,1.56,1.8,18.08,2.86,6.9,52.88,20.18,127.48,0.01,0.07,1.09,4.93,1.83,2.04,123556.39,23.52,134.65,506.73,26.75,67.9,32.1,17.41
세종공업(주),033530,2016/12,2002/09/25,,1,129.11,114.47,8.29,9.82,65.9,3139.89,-0.73,93.64,43.56,60.28,18.82,-6.29,-0.58,3.96,-29.17,6.96,8.77,-10.54,19.84,15.73,3.52,-0.23,2.91,4.93,776,21581.28,0.49,0.83,1.4,1.53,18.29,2.76,7.56,48.31,19.95,132.01,0.01,0.07,1.04,4.46,1.8,1.99,123824.49,23.71,129.08,470.67,28.61,69.72,30.28,12.31
세종공업(주),033530,2017/12,2002/09/25,,1,134.55,116.45,7.83,10.49,64.15,3174.43,-6.76,97.1,40.84,60.92,21.12,-9.42,0.03,1.1,-36.28,2.36,4.83,-6.2,11.28,13.02,2.48,-1.58,1.86,3.07,500,19548.75,-1.81,0.75,1.24,1.3,14.39,2.78,8.04,45.39,25.37,131.08,0.01,0.11,1.01,3.86,1.78,2.03,108534.39,20.77,111.98,376.04,27.68,81.79,18.21,8.95
세종공업(주),033530,2018/12,2002/09/25,,1,120.99,108.7,7,7.69,69.65,3102.61,-2.66,94.47,44.32,58.94,22.16,-0.93,3.02,-0.32,-96.38,-3.71,-3.03,11.78,-15.59,13.29,0.09,0.74,0.07,0.11,18,19366.65,-2.38,0.73,1.22,1.28,14.68,2.57,8.02,45.53,24.87,142.17,0.01,0.11,0.96,3.85,1.72,1.95,102985.09,19.13,106.25,394.81,26.52,83.33,16.67,0.34
세종공업(주),033530,2019/12,2002/09/25,,1,137.7,124.24,8.99,12.21,75.14,2923.2,-1.98,97.05,44.59,57.1,24.36,-1.08,7.26,3.9,750.31,5.6,6.74,7.92,3.9,13.53,0.78,-1.22,0.54,0.92,138,17033.48,0.49,0.69,1.19,1.24,15.55,2.43,7.47,48.85,23.47,150.1,0.01,0.1,0.87,3.78,1.55,1.72,108752.23,18.84,110.99,398.71,28.31,77.63,22.37,2.75
세종공업(주),033530,2020/12,2002/09/25,,1,125.7,109.81,16.18,10.14,90.27,2491.84,-3.11,95.91,49.59,52.56,26.06,-13.56,14,4.94,0,-4.17,3.7,26.81,63.94,12.38,-3.84,-1.85,-2.07,-3.78,-541,14686.65,0.34,0.54,0.98,1.02,10,2.07,5.18,70.53,36.51,175.93,0.01,0.15,0.64,3.25,1.14,1.28,85197.66,12.94,88.19,337.78,25.66,92.26,7.74,-14.98
세종공업(주),033530,2021/12,2002/09/25,,1,117.88,105.1,9.81,6.89,79.4,2593.19,1.08,97.92,45.42,55.74,23.99,21.52,-1.68,4.28,0,-14.36,6.46,-9.95,-22.78,15.1,2.02,1.51,1.25,2.3,301,14504.45,-0.42,0.62,1.14,1.18,11.04,2.18,5.81,62.8,33.07,167.57,0.01,0.14,0.71,4.34,1.3,1.47,101658.54,15.71,123.7,563.75,25.19,74.79,25.21,8.01
세종공업(주),033530,2022/12,2002/09/25,,1,123.27,111.07,11.28,8.6,78.23,2627.43,1.22,97.05,45.55,56.11,22.11,0.43,0.66,1.32,-20.05,-5.23,0.42,0.94,-7.84,14.9,1.61,1.65,1,1.79,241,14566.2,0.35,0.62,1.12,1.14,13.24,2.08,6.09,59.89,27.57,175.74,0.01,0.11,0.75,4.85,1.37,1.53,107015.75,16.43,138.26,771.22,26.41,75.13,24.87,6.08
세하(주),027970,2011/12,1996/07/03,,1,59.92,45.49,2.71,-25.48,457.02,99.99,-0.19,344.88,38.09,17.95,58.8,7.57,0.55,1.96,0,2.07,0.46,0.71,6.41,11.62,-3.56,-0.66,-3.51,-19.69,-206,5484.64,3.89,0.99,5.54,1.59,11.07,5.15,10.46,34.88,32.98,70.85,0.01,0.17,1.02,1.79,2.59,3.39,25292.93,13.28,23.96,47.72,13.48,67.66,32.34,-26.37
세하(주),027970,2012/12,1996/07/03,,1,50.4,39.69,1.19,-24.8,184.74,194.52,-1.04,212.98,25.2,35.12,43.92,-8.83,26.29,147.06,0,0.83,52.57,-16.43,-26.22,10.62,25.45,-3.88,20.19,73.33,1099,4136.79,4.12,0.79,2.88,1.15,11.26,4.91,9.32,39.18,32.4,74.33,0.01,0.15,0.91,1.61,2.57,3.33,80115.06,33.3,75.46,145.78,46.85,22.79,77.21,54.32
세하(주),027970,2013/12,1996/07/03,,1,40.95,32.3,2.34,-43.51,821.08,52.1,-0.69,643.17,30.17,10.86,59.3,1.6,-13.21,-73.17,0,-1.85,-18.98,3.91,3.22,11.4,-36.15,-2.39,-27.96,-117.24,-1499,3993.19,3.32,0.77,3.24,1.07,13.26,5.25,9.92,36.81,27.52,69.53,0.02,0.12,0.87,1.64,2.81,3.57,-28378.52,-13.59,-27.28,-52.78,-16.33,0,0,0
세하(주),027970,2014/12,1996/07/03,,1,38.96,28.77,4.3,-48.21,1715.73,15.34,-0.39,1257,30.77,5.51,61.53,-13.06,-15.25,-57.01,0,-2.18,-15.98,-13.57,7.07,10.91,-14.57,-1.55,-11.41,-135.83,-494,3273.73,4.01,0.78,9.32,1.13,10.96,4.74,9.69,37.68,33.29,77.05,0.01,0.17,0.73,1.46,2.57,3.36,8256,4.67,8.1,15.67,5.47,190.06,-90.06,-266.64
세하(주),027970,2015/12,1996/07/03,,1,39.57,29.14,4.43,-46.49,4990.1,16.98,-1.59,3540.41,30.45,1.96,67.19,-2.05,-3.85,-65.7,0,12.8,-3.4,-4.87,-4.2,7.97,-23.41,-4.83,-19.96,-529.31,-1905,7418.99,2.77,0.85,22.61,1.23,10.61,5.18,11.17,32.68,34.41,70.44,0.01,0.22,0.79,1.36,2.78,3.78,-8675.32,-5.1,-7.61,-16.18,-5.86,0,0,0
세하(주),027970,2016/12,1996/07/03,,1,42.18,32.45,4.2,-43.3,1257.29,54.02,2.3,928.48,31.59,7.37,62.98,7.71,1.26,279.74,0,-0.44,-0.41,5.08,-7.98,16.3,3.43,6.38,3.2,68.26,277,6781.32,3.02,0.93,19.87,1.35,12.16,5.47,11.95,30.54,30.02,66.74,0.02,0.18,0.87,1.38,3,3.98,31593.24,18.34,27.64,58.02,19.83,46.92,53.08,17.32
세하(주),027970,2017/12,1996/07/03,,1,44.58,31.6,4.82,-39.89,833.66,62.92,0.17,634.08,32.09,10.71,61.82,3.22,0.81,46.55,0,0.68,0.08,2.39,29.19,10.05,-1.51,0.45,-1.43,-15.84,-105,6999.64,2.43,0.95,10.51,1.4,11.43,5.27,13.09,27.88,31.94,69.22,0.01,0.28,0.9,1.43,2.99,4.04,19618.85,11.3,16.95,34.79,11.93,64.25,35.75,-12.63
세하(주),027970,2018/12,1996/07/03,,1,45.64,31.96,5.69,-37.12,566,90.79,2.06,458.48,31.16,15.02,59.12,7.76,2.92,44.28,0,4.23,4.33,-0.05,2.83,16.18,3,5.73,3.02,23.41,180,5995.42,2.78,1.01,7.8,1.47,10.77,5.83,15.49,23.57,33.89,62.57,0.01,0.9,0.99,1.5,3.18,4.52,32723.72,18.31,27.11,56.85,18.46,49.17,50.83,16.25
세하(주),027970,2019/12,1996/07/03,,1,49.43,35.83,6.43,-31.4,395.48,128.23,2.97,343.44,30.69,20.18,54.31,0.23,5.08,41.24,110.99,6.88,5.8,3.48,-5,17.34,6.32,7.73,6.12,34.66,380,6009.33,2.76,0.97,5.49,1.4,10.92,5.85,16.76,21.78,33.43,62.37,0.01,64.79,1.01,1.42,3.14,4.4,39313.97,20.93,30.48,62.96,22.13,44.88,55.12,28.55
세하(주),027970,2020/12,1996/07/03,,1,77.21,58.91,15.51,-8.77,115.95,152.48,6.85,151.83,29.7,46.31,27.56,6.68,0.91,131.53,18.36,1.42,2.35,-2.34,-15.85,21.07,7.01,11.19,7.04,21.14,322,6410.61,1.73,1,3.02,1.44,12.98,6.49,19,19.21,28.11,56.26,0.02,2.12,1.25,1.46,3.33,4.47,46465.6,24.51,35.74,77.21,24.52,40.45,59.55,28.59
세하(주),027970,2021/12,1996/07/03,,1,86.74,63.42,21.63,-4.77,99.43,170.15,9.33,137.2,31.21,50.14,24.1,7.87,3.05,11.59,-22.88,1.21,0.84,8.3,22.85,13.16,5.01,6.94,5.32,11.03,178,3551.49,0.7,1.06,2.2,1.53,13.75,7.49,19.89,18.35,26.54,48.72,0.02,0.74,1.57,1.55,3.49,4.67,40967.18,20.97,31.79,70.03,20.04,48.23,51.77,25
