회사명,거래소코드,회계년도,자산(*)(요약)(IFRS연결)(백만원),유동부채(*)(요약)(IFRS연결)(백만원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),자본(*)(요약)(IFRS연결)(백만원),재고자산(요약)(IFRS연결)(백만원),당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),매입채무(IFRS연결)(천원),금융원가(요약)(IFRS연결)(백만원)
(주)바텍,043150,2022/09,515580,110902,297122,159920,355660,108339,60322,291713,88357,145607,50494772,1092
(주)박셀바이오,323990,2020/09,,,,,,,,,,,,
(주)박셀바이오,323990,2021/09,,,,,,,,,,,,
(주)박셀바이오,323990,2022/09,,,,,,,,,,,,
(주)배럴,267790,2017/09,,,,,,,,,,,,
(주)배럴,267790,2018/09,40835,3706,36659,3706,37130,13267,3116,35230,18752,11400,728531,1191
(주)배럴,267790,2019/09,57807,4309,38437,12911,44895,17747,5951,42849,21864,13628,553427,65
(주)배럴,267790,2020/09,52283,4064,33234,10424,41859,18994,-4509,19834,16454,8804,160104,132
(주)배럴,267790,2021/09,54690,4225,36282,15756,38934,12630,-4137,15486,14019,6420,400989,424
(주)배럴,267790,2022/09,51309,6094,32717,17520,33789,12840,-2769,31856,22108,12358,843501,1268
(주)백금티앤에이,046310,2011/09,,,,,,,,,,,,
(주)백금티앤에이,046310,2012/09,,,,,,,,,,,,
(주)백금티앤에이,046310,2013/09,69814,35247,45161,42675,27139,16078,-5931,55446,19879,41160,7017432,1336
(주)백금티앤에이,046310,2014/09,70402,39737,43484,45495,24907,16957,-2969,66536,20465,48656,7484494,1384
(주)백금티앤에이,046310,2015/09,64746,38872,44013,42756,21990,14440,-2827,73308,19668,54696,5679933,1467
(주)백금티앤에이,046310,2016/09,53868,26906,27519,32177,21691,8426,-1152,42312,11104,32766,3609650,892
(주)백금티앤에이,046310,2017/09,84774,40400,57176,51059,33715,26605,1477,65011,12652,49419,16864512,821
(주)백금티앤에이,046310,2018/09,80979,30657,54020,35687,45292,17986,5383,86744,14499,66013,7028386,1117
(주)백금티앤에이,046310,2019/09,86719,26926,64927,33463,53257,15930,2815,108594,15899,79041,6331986,1167
(주)백금티앤에이,046310,2020/09,103913,37849,84296,45881,58032,18818,-170,96649,16987,72956,7916996,908
(주)백금티앤에이,046310,2021/09,105681,36343,92945,43761,61920,36622,5206,107500,15267,83560,10559567,553
(주)백금티앤에이,046310,2022/09,124546,36735,104105,44746,79800,40563,6153,108839,15591,80977,10100227,2815
(주)밸로프,331520,2020/09,,,,,,,,,,,,
(주)밸로프,331520,2021/09,,,,,,,,,,,,
(주)밸로프,331520,2022/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2011/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2012/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2013/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2014/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2015/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2016/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2017/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2018/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2019/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2020/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2021/09,,,,,,,,,,,,
(주)버킷스튜디오,066410,2022/09,309968,111951,64893,176910,133057,7617,-111796,31982,15036,20791,3777366,211902
(주)베노티앤알,206400,2014/09,,,,,,,,,,,,
(주)베노티앤알,206400,2015/09,,,,,,,,,,,,
(주)베노티앤알,206400,2016/09,24219,2119,21050,3822,20397,0,-2305,15017,17706,0,0,43
(주)베노티앤알,206400,2017/09,14382,2622,10182,3524,10859,0,-6304,15070,21258,0,0,144
(주)베노티앤알,206400,2018/09,23619,18257,8988,19093,4527,0,-14449,8991,17996,0,0,2232
(주)베노티앤알,206400,2019/09,34979,2595,22519,3057,31922,0,59,13932,11581,0,0,3757
(주)베노티앤알,206400,2020/09,70676,29632,37049,29812,40864,0,-17984,6627,5910,0,0,17854
(주)베노티앤알,206400,2021/09,111011,41973,61411,44326,66685,514,8881,15374,16454,0,123508,5569
(주)베노티앤알,206400,2022/09,107358,30450,47251,32520,74838,172,-16944,16649,5766,12540,173310,17847
(주)베셀,177350,2015/09,54571,12511,38858,17954,36616,86,6215,35547,5801,24166,6001833,1244
(주)베셀,177350,2016/09,63096,18977,42218,26553,36543,7,-1654,25199,5733,19752,5128893,251
(주)베셀,177350,2017/09,84975,28582,55806,38431,46544,34,6278,59173,7792,42342,12347171,349
(주)베셀,177350,2018/09,104612,53448,72826,67906,36707,28002,5343,62266,12399,45367,12255498,1131
(주)베셀,177350,2019/09,78450,40658,50235,54250,24200,13275,-6356,39695,10791,33879,3410807,3743
(주)베셀,177350,2020/09,86824,57421,59780,65292,21532,20701,904,44400,12186,33735,8282222,1379
(주)베셀,177350,2021/09,70918,47243,25191,56300,14618,4833,-6839,18002,11604,15775,3463733,2239
(주)베셀,177350,2022/09,93049,44569,33656,55466,37583,16691,-4688,32127,9155,27513,5161852,3376
(주)베스파,299910,2019/09,106448,16123,61757,22615,83832,0,-8154,73112,83434,0,0,825
(주)베스파,299910,2020/09,86872,20815,48445,30004,56868,0,-22921,52231,72019,0,0,1939
(주)베스파,299910,2021/09,29438,14633,13429,27384,2054,0,-31070,38771,72639,0,0,788
(주)베스파,299910,2022/09,2474,10386,1536,11429,-8955,0,-3718,5330,12175,0,0,2978
(주)보광산업,225530,2015/09,,,,,,,,,,,,
(주)보광산업,225530,2016/09,,,,,,,,,,,,
(주)보광산업,225530,2017/09,,,,,,,,,,,,
(주)보광산업,225530,2018/09,,,,,,,,,,,,
(주)보광산업,225530,2019/09,,,,,,,,,,,,
(주)보광산업,225530,2020/09,,,,,,,,,,,,
(주)보광산업,225530,2021/09,140449,22344,63774,57436,83013,15223,7382,48074,4646,34943,1841369,775
(주)보광산업,225530,2022/09,142172,21032,51200,57170,85002,14329,8229,63944,5460,46850,1883900,1802
(주)보라티알,250000,2017/09,62323,15756,51528,17107,45216,8308,5610,31290,6459,17684,3368464,108
(주)보라티알,250000,2018/09,62410,11567,45144,11577,50834,11335,3738,31927,8310,19140,3238853,120
(주)보라티알,250000,2019/09,82192,26397,53383,29042,53150,12154,2339,33330,8606,22112,1777970,243
(주)보라티알,250000,2020/09,89719,35491,60438,35842,53878,12469,1149,36851,9749,24551,2566844,1179
(주)보라티알,250000,2021/09,93032,34954,49385,35154,57877,16151,3658,43466,10808,28756,3771803,343
(주)보라티알,250000,2022/09,108346,29977,66947,30248,78098,22087,19005,49756,10944,30719,3804062,179
(주)본느,226340,2016/09,,,,,,,,,,,,
(주)본느,226340,2017/09,,,,,,,,,,,,
(주)본느,226340,2018/09,,,,,,,,,,,,
(주)본느,226340,2019/09,40794,5862,28222,6586,34208,4748,5471,34314,8557,19373,1781919,600
(주)본느,226340,2020/09,59313,24449,44942,25649,33664,3186,-152,27394,12245,15179,2683736,1278
(주)본느,226340,2021/09,90801,41937,26127,64046,26755,2354,-4655,41409,17814,23127,3427943,9027
(주)본느,226340,2022/09,86244,35753,27953,55302,30942,3835,1548,43332,19415,22895,4601438,2649
(주)부-스타,008470,2011/09,,,,,,,,,,,,
(주)부-스타,008470,2012/09,,,,,,,,,,,,
(주)부-스타,008470,2013/09,,,,,,,,,,,,
(주)부-스타,008470,2014/09,,,,,,,,,,,,
(주)부-스타,008470,2015/09,,,,,,,,,,,,
(주)부-스타,008470,2016/09,,,,,,,,,,,,
(주)부-스타,008470,2017/09,,,,,,,,,,,,
(주)부-스타,008470,2018/09,,,,,,,,,,,,
(주)부-스타,008470,2019/09,,,,,,,,,,,,
(주)부-스타,008470,2020/09,,,,,,,,,,,,
(주)부-스타,008470,2021/09,,,,,,,,,,,,
(주)부-스타,008470,2022/09,97069,17080,62747,18856,78213,12083,-2932,65947,9686,59384,6476471,865
(주)부방,014470,2011/09,,,,,,,,,,,,
(주)부방,014470,2012/09,,,,,,,,,,,,
(주)부방,014470,2013/09,232316,60607,80104,78126,154190,27796,15801,277837,76144,183687,34421982,110
(주)부방,014470,2014/09,243187,56990,87648,72067,171120,26950,14549,286725,85377,186110,35503673,3
(주)부방,014470,2015/09,174112,20530,38891,40005,134107,4636,263148,93071,24139,67118,12305674,0
(주)부방,014470,2016/09,332107,73310,113139,92661,239447,29953,3777,150984,47028,99278,27728169,114
(주)부방,014470,2017/09,275325,64726,98947,82582,192743,32202,1094,288485,97869,192321,28094627,274
(주)부방,014470,2018/09,263263,51949,85981,69456,193807,27505,1266,264411,79051,182136,27502799,19
(주)부방,014470,2019/09,264858,51558,92003,70325,194533,32207,19,247655,71783,177997,20651043,112
(주)부방,014470,2020/09,259997,63340,87737,81371,178625,19479,-3714,252005,65969,186794,22973207,2451
(주)부방,014470,2021/09,360462,131271,70964,182159,178303,20610,-1913,236020,62684,177041,19951907,4449
(주)부방,014470,2022/09,368465,192122,101500,210532,157932,20985,1399,258908,64035,194174,17819849,18094
(주)뷰노,338220,2020/09,,,,,,,,,,,,
(주)뷰노,338220,2021/09,39770,8491,30919,12940,26830,11,-15136,1033,14300,0,0,2050
(주)뷰노,338220,2022/09,21595,10844,12735,14056,7539,251,-16002,1949,17904,0,0,293
(주)뷰웍스,100120,2011/09,,,,,,,,,,,,
(주)뷰웍스,100120,2012/09,,,,,,,,,,,,
(주)뷰웍스,100120,2013/09,73762,5092,45190,14073,59690,12198,6891,46371,13337,24441,2042684,770
(주)뷰웍스,100120,2014/09,85116,11840,45047,17253,67863,15396,7792,52434,15534,26240,2050125,765
(주)뷰웍스,100120,2015/09,95101,8126,57186,13722,81379,17118,11956,63863,17065,35127,3422844,382
(주)뷰웍스,100120,2016/09,116297,14181,80256,19517,96780,21324,14070,79652,22715,38762,5447068,2733
(주)뷰웍스,100120,2017/09,138162,12519,100689,16453,121709,24984,15630,91716,24653,45231,3847319,3322
(주)뷰웍스,100120,2018/09,152897,12292,105880,15175,137722,24529,15227,93821,31133,47218,4449133,896
(주)뷰웍스,100120,2019/09,173226,12414,119505,14380,158846,30769,20693,97096,33952,44297,3388978,780
(주)뷰웍스,100120,2020/09,189269,15816,112307,19528,169742,52484,21349,119167,38949,56397,4187518,2661
(주)뷰웍스,100120,2021/09,235372,44813,156823,48517,186855,64991,25816,138297,41859,68643,8690737,3626
(주)뷰웍스,100120,2022/09,269446,69619,171075,74777,194669,96760,11945,172769,46753,92488,9459438,26912
(주)브랜드엑스코퍼레이션,337930,2020/09,88901,21634,73114,24463,64438,31747,8197,101257,53544,37958,9900869,428
(주)브랜드엑스코퍼레이션,337930,2021/09,108102,29633,79777,39201,68902,36003,6320,129202,69493,50033,6145876,699
(주)브랜드엑스코퍼레이션,337930,2022/09,129798,50928,93337,55387,74411,41939,7571,154918,82076,61196,14429510,760
(주)브리지텍,064480,2011/09,,,,,,,,,,,,
(주)브리지텍,064480,2012/09,,,,,,,,,,,,
(주)브리지텍,064480,2013/09,,,,,,,,,,,,
(주)브리지텍,064480,2014/09,,,,,,,,,,,,
(주)브리지텍,064480,2015/09,,,,,,,,,,,,
(주)브리지텍,064480,2016/09,,,,,,,,,,,,
(주)브리지텍,064480,2017/09,,,,,,,,,,,,
(주)브리지텍,064480,2018/09,,,,,,,,,,,,
(주)브리지텍,064480,2019/09,,,,,,,,,,,,
(주)브리지텍,064480,2020/09,,,,,,,,,,,,
(주)브리지텍,064480,2021/09,,,,,,,,,,,,
(주)브리지텍,064480,2022/09,,,,,,,,,,,,
(주)브이씨,365900,2021/09,59344,9635,29409,28418,30925,7251,5455,40519,16783,16187,0,658
(주)브이씨,365900,2022/09,98725,40017,55348,46568,52157,19737,3489,42490,20916,19030,0,685
(주)브이원텍,251630,2017/09,70269,9761,61784,9798,60472,7176,10010,29733,2921,13964,1621404,659
(주)브이원텍,251630,2018/09,84442,9766,73834,9804,74638,5925,12163,44438,4679,27682,1336880,-70
(주)브이원텍,251630,2019/09,87048,5817,67019,6030,81018,6319,5495,17697,3515,11302,2387938,203
(주)브이원텍,251630,2020/09,94548,9112,52380,9944,84604,8873,5121,20367,3730,11556,927343,1339
(주)브이원텍,251630,2021/09,132304,16005,63738,35438,96866,18007,6865,33457,5816,24141,2461534,451
(주)브이원텍,251630,2022/09,143704,24160,63080,43776,99928,26688,3440,37965,9078,29049,3792772,2781
(주)브이티지엠피,018290,2011/09,,,,,,,,,,,,
(주)브이티지엠피,018290,2012/09,,,,,,,,,,,,
(주)브이티지엠피,018290,2013/09,,,,,,,,,,,,
(주)브이티지엠피,018290,2014/09,,,,,,,,,,,,
(주)브이티지엠피,018290,2015/09,,,,,,,,,,,,
(주)브이티지엠피,018290,2016/09,,,,,,,,,,,,
(주)브이티지엠피,018290,2017/09,85219,24725,40626,31201,54017,18369,-1692,51003,12275,35685,4578160,1996
(주)브이티지엠피,018290,2018/09,114991,26590,69802,46593,68398,28677,4206,75465,20650,46779,12567090,780
(주)브이티지엠피,018290,2019/09,152718,63884,106075,87614,65104,31969,3200,85276,23162,53554,11234660,3651
(주)브이티지엠피,018290,2020/09,165360,72714,86055,93310,72050,43528,2894,82843,20853,55396,9658769,2967
(주)브이티지엠피,018290,2021/09,234667,98991,132475,117186,117481,49008,19336,143159,43373,83019,7264440,3293
(주)브이티지엠피,018290,2022/09,198643,77049,97444,95855,102788,32111,11460,168085,59955,91730,13084744,2860
(주)블레이드엔터테인먼트,044480,2011/09,,,,,,,,,,,,
(주)블레이드엔터테인먼트,044480,2012/09,,,,,,,,,,,,
(주)블레이드엔터테인먼트,044480,2013/09,29987,2862,19328,3184,26803,7047,994,19534,1980,16119,956854,418
(주)블레이드엔터테인먼트,044480,2014/09,27549,2154,17841,2247,25303,7488,-753,12805,1946,11661,731638,289
(주)블레이드엔터테인먼트,044480,2015/09,27316,1996,16835,2239,25077,6386,-280,13951,1824,12996,665085,108
(주)블레이드엔터테인먼트,044480,2016/09,24140,1994,14362,2029,22111,4044,-1447,11846,1733,11508,518451,107
(주)블레이드엔터테인먼트,044480,2017/09,24577,2136,13137,2543,22034,5825,-435,11468,2061,9978,723064,44
(주)블레이드엔터테인먼트,044480,2018/09,53936,27966,47467,28394,25541,5613,-10567,13364,1815,11688,541690,10861
(주)블레이드엔터테인먼트,044480,2019/09,123219,24365,77350,31971,91249,12875,688,20445,7044,14774,3785990,1982
(주)블레이드엔터테인먼트,044480,2020/09,61933,26202,17016,31345,30588,5801,-22000,9608,2430,7410,719187,15542
(주)블레이드엔터테인먼트,044480,2021/09,175469,25629,71725,54473,120996,21780,-4335,9737,3746,8780,5685521,788
(주)블레이드엔터테인먼트,044480,2022/09,196020,71282,97203,73347,122673,18893,336,58016,18145,43408,5072895,4189
(주)블루콤,033560,2011/09,,,,,,,,,,,,
(주)블루콤,033560,2012/09,,,,,,,,,,,,
(주)블루콤,033560,2013/09,115105,9776,82469,10155,104950,13093,7034,56010,7222,41982,7560910,0
(주)블루콤,033560,2014/09,154982,25136,99552,25457,129526,20143,21376,140272,9882,105409,16828586,0
(주)블루콤,033560,2015/09,189434,32586,120032,33506,155928,22507,25188,162493,10703,125934,18964126,8
(주)블루콤,033560,2016/09,194373,31663,126548,32958,161415,21852,14493,188380,18477,148698,23386982,50
(주)블루콤,033560,2017/09,182995,9668,112002,11103,171891,12275,5928,94455,11121,73083,3889330,13
(주)블루콤,033560,2018/09,179682,10437,113884,11925,167757,12619,3560,60400,9571,49583,7524834,0
(주)블루콤,033560,2019/09,165413,4127,101085,5605,159807,7297,-5378,20854,10054,21401,2300359,5
(주)블루콤,033560,2020/09,182240,12133,38948,16514,165726,15924,-1338,30502,8949,26721,8944090,15
(주)블루콤,033560,2021/09,187797,19806,46822,24904,162893,19174,2920,50189,7267,43409,9056492,82
(주)블루콤,033560,2022/09,187471,20616,50676,23584,163886,22423,2486,44223,7203,38250,6064078,100
(주)블리츠웨이,369370,2021/09,,,,,,,,,,,,
(주)블리츠웨이,369370,2022/09,53964,10611,23014,13702,40262,3803,-1491,14979,5736,11350,71070,272
(주)비덴트,121800,2012/03,,,,,,,,,,,,
(주)비덴트,121800,2013/09,,,,,,,,,,,,
(주)비덴트,121800,2014/09,53952,10016,28548,11034,42918,16220,313,20927,6744,14186,764241,127
(주)비덴트,121800,2015/09,51603,10533,25404,11560,40044,15761,-1501,16937,6878,11105,811164,127
(주)비덴트,121800,2016/09,107714,39930,25504,46684,61030,10389,-966,19037,10652,10778,0,926
(주)비덴트,121800,2017/09,88215,3444,28660,9270,78945,12166,13149,19109,10362,13713,560001,896
(주)비덴트,121800,2018/09,272906,19212,46503,48836,224070,13713,62808,13135,4708,8393,500910,928
(주)비덴트,121800,2019/09,319445,47600,113643,84006,235439,13461,-1463,13418,5949,8225,692478,540
(주)비덴트,121800,2020/09,360184,52328,43455,87903,272281,12095,19533,8232,5751,5117,207349,3494
(주)비덴트,121800,2021/09,771721,109289,110583,216658,555063,5814,179820,9305,3292,5709,400756,4968
(주)비덴트,121800,2022/09,957458,203843,153784,308316,649142,11236,-93787,22792,10657,14023,638098,187218
(주)비보존제약,082800,2011/09,,,,,,,,,,,,
(주)비보존제약,082800,2012/09,,,,,,,,,,,,
(주)비보존제약,082800,2013/09,,,,,,,,,,,,
(주)비보존제약,082800,2014/09,,,,,,,,,,,,
(주)비보존제약,082800,2015/09,,,,,,,,,,,,
(주)비보존제약,082800,2016/09,,,,,,,,,,,,
(주)비보존제약,082800,2017/09,,,,,,,,,,,,
(주)비보존제약,082800,2018/09,,,,,,,,,,,,
(주)비보존제약,082800,2019/09,379594,124717,262261,168853,210741,67025,-3993,160262,9156,148952,34351046,9244
(주)비보존제약,082800,2020/09,259737,104658,122742,133211,126526,15450,-11729,28123,4335,25404,5032627,7789
(주)비보존제약,082800,2021/09,239104,85150,103807,99139,139965,16042,-15703,41531,25696,25539,5666519,6042
(주)비보존제약,082800,2022/09,203189,75584,45254,80410,122780,12565,-22108,43663,29220,28010,5620671,3817
(주)비스토스,419540,2022/09,,,,,,,,,,,,
(주)비씨월드제약,200780,2015/09,,,,,,,,,,,,
(주)비씨월드제약,200780,2016/09,,,,,,,,,,,,
(주)비씨월드제약,200780,2017/09,,,,,,,,,,,,
(주)비씨월드제약,200780,2018/09,139405,25261,46328,50848,88557,18108,5878,41551,11982,22435,5890438,1503
(주)비씨월드제약,200780,2019/09,168699,37283,41542,74011,94688,19792,5897,38199,13100,20047,3016489,376
(주)비씨월드제약,200780,2020/09,189871,52022,54970,89010,100861,28129,4999,43136,15896,23618,4008284,1958
(주)비씨월드제약,200780,2021/09,200954,56062,48338,98146,102808,29821,3440,45322,15623,26522,3761446,1805
(주)비씨월드제약,200780,2022/09,191395,75412,45587,111628,79767,19392,694,52161,18011,33920,4681279,3278
(주)비아트론,141000,2012/09,,,,,,,,,,,,
(주)비아트론,141000,2013/09,,,,,,,,,,,,
(주)비아트론,141000,2014/09,,,,,,,,,,,,
(주)비아트론,141000,2015/09,,,,,,,,,,,,
(주)비아트론,141000,2016/09,,,,,,,,,,,,
(주)비아트론,141000,2017/09,134963,25340,108496,26971,107992,171,10215,73800,6605,52587,13818072,2774
(주)비아트론,141000,2018/09,162085,33706,133672,35312,126774,5941,22200,115155,6085,81900,10203086,1713
(주)비아트론,141000,2019/09,150634,15962,119528,17920,132713,3049,4841,39867,5672,30856,1417462,416
(주)비아트론,141000,2020/09,187447,43655,125901,45208,142239,10407,11574,61757,6459,41631,12421532,1945
(주)비아트론,141000,2021/09,183670,28865,96081,30491,153179,11464,8420,52343,10511,35008,5206097,1313
(주)비아트론,141000,2022/09,205977,32871,101407,33875,172102,11767,17972,47727,10698,27719,3862662,1376
(주)비엘,142760,2012/09,,,,,,,,,,,,
(주)비엘,142760,2013/09,,,,,,,,,,,,
(주)비엘,142760,2014/09,,,,,,,,,,,,
(주)비엘,142760,2017/09,,,,,,,,,,,,
(주)비엘,142760,2018/09,163087,81969,71579,88912,74174,15730,-7257,58039,25439,37953,2159145,2749
(주)비엘,142760,2019/09,153308,56235,79136,76465,76842,10715,-14553,59426,26848,40752,1978045,7884
(주)비엘,142760,2020/09,191193,70543,54463,104257,86936,16330,-11369,54310,24887,39226,7563421,7429
(주)비엘,142760,2021/09,190111,41140,94443,77553,112559,15060,-5919,72672,27540,53439,5753273,5916
(주)비엘,142760,2022/09,172349,57787,88185,86626,85724,18472,-12299,76241,30393,55677,6667720,6392
(주)비엘팜텍,065170,2011/09,,,,,,,,,,,,
(주)비엘팜텍,065170,2012/09,,,,,,,,,,,,
(주)비엘팜텍,065170,2013/09,77731,36477,37675,38439,39293,12594,298,40357,12921,25361,2421063,1556
(주)비엘팜텍,065170,2014/09,68059,28176,23461,30639,37419,7989,742,48652,20302,25922,3930679,1257
(주)비엘팜텍,065170,2015/09,71467,26514,28101,30792,40676,7975,-97,43082,14774,27364,3425945,668
(주)비엘팜텍,065170,2016/09,73656,13680,29882,41356,32300,5622,-2021,56847,18357,36993,2746967,1066
(주)비엘팜텍,065170,2017/09,73764,14383,28219,42916,30848,6757,337,62433,16011,43501,2335521,1543
(주)비엘팜텍,065170,2018/09,101762,31806,51712,33791,67970,13762,1473,63564,23608,37580,1699047,1018
(주)비엘팜텍,065170,2019/09,88179,10134,49490,24986,63193,8998,-3477,45610,18074,28424,1565366,863
(주)비엘팜텍,065170,2020/09,147084,31560,34449,60523,86561,14574,-5146,42588,15896,29186,7208164,7952
(주)비엘팜텍,065170,2021/09,139224,30083,41507,57476,81747,13592,-13671,59275,16936,43185,5627176,3228
(주)비엘팜텍,065170,2022/09,120462,47961,41716,68279,52183,16510,-5692,61819,15195,46925,6332157,4378
(주)비엠티,086670,2011/09,,,,,,,,,,,,
(주)비엠티,086670,2012/09,,,,,,,,,,,,
(주)비엠티,086670,2013/09,88385,24976,49373,36560,51825,24531,2178,35652,6099,25214,3634437,956
(주)비엠티,086670,2014/09,95610,34151,53564,40056,55553,25624,3085,44625,7888,32489,4682821,1355
(주)비엠티,086670,2015/09,96185,33841,54963,38687,57498,22101,2715,43029,9239,31676,3043175,732
(주)비엠티,086670,2016/09,91296,36626,51388,37413,53884,20971,-2522,28371,8522,21313,2589217,1814
(주)비엠티,086670,2017/09,95773,38535,53054,38686,57087,22950,2645,48015,9985,33796,3740867,1444
(주)비엠티,086670,2018/09,106603,41053,61561,41207,65396,27378,6147,60129,10925,42379,4791369,780
(주)비엠티,086670,2019/09,115002,41800,68227,45361,69641,34493,4629,52804,9916,38737,3921577,890
(주)비엠티,086670,2020/09,144237,47357,78652,68007,76231,37737,7078,69897,11134,50173,6161499,1157
(주)비엠티,086670,2021/09,183728,58772,102625,101757,81970,46130,4090,76961,16267,57771,9247026,1083
(주)비엠티,086670,2022/09,235428,79044,128648,133390,102038,62788,17368,101055,10633,70483,13079971,3318
(주)비올,335890,2020/09,,,,,,,,,,,,
(주)비올,335890,2021/09,26333,2053,23259,3128,23205,2640,2274,11711,4511,3979,548365,111
(주)비올,335890,2022/09,40279,3972,37217,4145,36134,4431,8670,20543,6798,5637,695841,96
(주)비즈니스온커뮤니케이션,138580,2018/09,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2019/09,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2020/09,54193,27693,46023,28365,25827,0,1627,11929,7775,0,0,519
(주)비즈니스온커뮤니케이션,138580,2021/09,70100,5156,27123,6179,63922,0,6092,24930,17742,0,573940,29
(주)비즈니스온커뮤니케이션,138580,2022/09,94115,12529,21609,28533,65582,0,6250,32447,23404,0,2976707,426
(주)비지에프에코머티리얼즈,126600,2011/09,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2012/09,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2013/09,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2014/09,79501,17467,49075,26128,53373,16594,6720,76766,5987,62661,6402203,320
(주)비지에프에코머티리얼즈,126600,2015/09,100677,17953,66191,28342,72335,17565,7454,83486,7405,67268,5293689,383
(주)비지에프에코머티리얼즈,126600,2016/09,116874,32049,80363,32724,84149,21113,9048,93850,8295,74574,9472849,353
(주)비지에프에코머티리얼즈,126600,2017/09,138076,37557,102800,38670,99406,27135,6290,100669,8923,84042,12792051,347
(주)비지에프에코머티리얼즈,126600,2018/09,155284,52766,115837,53820,101464,33962,4763,113397,8961,99383,33098730,475
(주)비지에프에코머티리얼즈,126600,2019/09,156349,46078,117498,47340,109009,36372,8304,135744,10424,118304,24595303,399
(주)비지에프에코머티리얼즈,126600,2020/09,148647,31775,111459,33332,115315,27090,9219,105785,10156,87853,14010614,257
(주)비지에프에코머티리얼즈,126600,2021/09,175660,37299,138373,38047,137613,40103,18690,149650,12751,120084,13846070,88
(주)비지에프에코머티리얼즈,126600,2022/09,361235,124353,257220,157526,203709,61458,27864,190805,17114,161578,16758447,7332
(주)비츠로셀,082920,2011/12,,,,,,,,,,,,
(주)비츠로셀,082920,2012/12,,,,,,,,,,,,
(주)비츠로셀,082920,2013/12,74335,9211,33531,11607,62728,10531,5002,49565,7037,37426,3467511,48
(주)비츠로셀,082920,2015/03,86267,11009,38686,12590,73677,10505,7331,60590,9077,43851,3565459,30
(주)비츠로셀,082920,2016/03,102087,16131,47994,17391,84697,15538,7893,64296,9366,45699,4873830,23
(주)비츠로셀,082920,2017/03,124280,16273,69509,19805,104474,23855,14429,86212,7987,60169,5153512,42
(주)비츠로셀,082920,2019/09,163384,21998,70425,25607,137777,30283,16561,94894,7340,68018,4105126,24
(주)비츠로셀,082920,2020/09,178109,20015,88636,24947,153162,33710,13870,81064,9012,56254,2608449,407
(주)비츠로셀,082920,2021/09,204894,16725,115405,39330,165565,28887,15758,83513,9510,58060,3249301,1070
(주)비츠로셀,082920,2022/09,233942,45506,138757,50805,183137,39842,22228,88903,10358,60751,5533590,1154
(주)비츠로시스,054220,2011/12,,,,,,,,,,,,
(주)비츠로시스,054220,2012/12,,,,,,,,,,,,
(주)비츠로시스,054220,2013/12,128523,61162,60310,65329,63195,611,-5497,59779,14064,49738,11840192,1515
(주)비츠로시스,054220,2014/12,141878,64912,68941,66553,75326,1048,487,69199,11092,56752,24782173,1540
(주)비츠로시스,054220,2015/12,129172,65420,70215,67944,61228,869,963,50037,9230,38955,23358513,1341
(주)비츠로시스,054220,2016/12,,,,,,,,,,,,
(주)비츠로시스,054220,2017/12,,,,,,,,,,,,
(주)비츠로시스,054220,2018/12,,,,,,,,,,,,
(주)비츠로시스,054220,2019/12,,,,,,,,,,,,
(주)비츠로시스,054220,2020/12,17209,11773,2261,11773,5436,532,-988,2790,4156,2377,753598,180
(주)비츠로시스,054220,2021/12,25994,12357,21037,12709,13286,423,4573,22971,5037,10256,2406421,303
(주)비츠로테크,042370,2011/12,,,,,,,,,,,,
(주)비츠로테크,042370,2012/12,,,,,,,,,,,,
(주)비츠로테크,042370,2013/12,,,,,,,,,,,,
(주)비츠로테크,042370,2015/03,,,,,,,,,,,,
(주)비츠로테크,042370,2016/03,,,,,,,,,,,,
(주)비츠로테크,042370,2017/03,269007,55607,128387,76685,192322,35591,34270,175647,17478,137183,18612014,487
(주)비츠로테크,042370,2018/03,307369,87249,130445,105933,201436,36265,4332,162635,19781,134453,24063076,491
(주)비츠로테크,042370,2020/09,398897,106068,192919,129333,269564,49532,15966,223411,22031,173191,23002512,1810
(주)비츠로테크,042370,2021/09,454622,83452,247371,143726,310896,47837,8578,231443,25985,186564,17551717,1616
