회사명,거래소코드,회계년도,자산(*)(요약)(IFRS연결)(백만원),유동부채(*)(요약)(IFRS연결)(백만원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),자본(*)(요약)(IFRS연결)(백만원),재고자산(요약)(IFRS연결)(백만원),당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),매입채무(IFRS연결)(천원),금융비용(IFRS연결)(천원),금융원가(요약)(IFRS연결)(백만원)
(주)뷰웍스,100120,2015/03,82722,5780,43897,11137,71585,17599,2232,18136,5840,9963,1622267,0,194
(주)뷰웍스,100120,2016/03,103228,11306,67628,16229,86999,18836,3998,23920,8067,11030,3135921,0,708
(주)뷰웍스,100120,2017/03,131240,16904,92970,20069,111171,23442,3143,32192,8901,15649,2804202,0,4125
(주)뷰웍스,100120,2018/03,144327,16678,102312,18406,125922,25555,3208,29384,10829,14463,4328505,0,607
(주)뷰웍스,100120,2019/03,163408,17334,113202,19883,143525,26647,5653,29520,10477,13455,2686551,0,129
(주)뷰웍스,100120,2020/03,182732,21252,118997,24431,158301,39051,7824,36013,11444,16590,4210058,0,2118
(주)뷰웍스,100120,2021/03,216048,39815,137183,42079,173970,53285,8295,42516,13936,20246,5432240,0,679
(주)뷰웍스,100120,2022/03,243644,51021,150797,54593,189052,78769,7542,53959,15532,28522,8245247,0,2507
(주)브랜드엑스코퍼레이션,337930,2021/03,100184,26734,73997,37066,63118,30068,1396,38630,21833,15115,4951178,0,262
(주)브랜드엑스코퍼레이션,337930,2022/03,116293,39605,75294,47097,69196,33028,1518,42325,23384,16660,6604917,0,301
(주)브리지텍,064480,2011/03,,,,,,,,,,,,,
(주)브리지텍,064480,2012/03,,,,,,,,,,,,,
(주)브리지텍,064480,2013/03,,,,,,,,,,,,,
(주)브리지텍,064480,2014/03,,,,,,,,,,,,,
(주)브리지텍,064480,2015/03,,,,,,,,,,,,,
(주)브리지텍,064480,2016/03,,,,,,,,,,,,,
(주)브리지텍,064480,2017/03,,,,,,,,,,,,,
(주)브리지텍,064480,2018/03,,,,,,,,,,,,,
(주)브리지텍,064480,2019/03,,,,,,,,,,,,,
(주)브리지텍,064480,2020/03,,,,,,,,,,,,,
(주)브리지텍,064480,2021/03,,,,,,,,,,,,,
(주)브리지텍,064480,2022/03,,,,,,,,,,,,,
(주)브이씨,365900,2022/03,75721,27629,39891,29751,45971,13724,-1731,10396,7497,4553,0,0,124
(주)브이원텍,251630,2018/03,87443,22630,76844,22667,64776,14456,3221,16047,1821,9838,8695263,0,985
(주)브이원텍,251630,2019/03,84637,6899,69192,7127,77510,3157,1869,6367,1101,4434,1625806,0,147
(주)브이원텍,251630,2020/03,87976,6788,58623,7036,80940,4463,2307,7594,1456,5530,1134857,0,330
(주)브이원텍,251630,2021/03,114310,13987,67084,28163,86147,16824,2295,7436,1626,4663,3574311,0,68
(주)브이원텍,251630,2022/03,135387,18212,61095,37279,98108,19661,504,11533,3063,9052,3803919,0,117
(주)브이티지엠피,018290,2011/03,,,,,,,,,,,,,
(주)브이티지엠피,018290,2012/03,,,,,,,,,,,,,
(주)브이티지엠피,018290,2013/03,,,,,,,,,,,,,
(주)브이티지엠피,018290,2014/03,,,,,,,,,,,,,
(주)브이티지엠피,018290,2015/03,,,,,,,,,,,,,
(주)브이티지엠피,018290,2016/03,,,,,,,,,,,,,
(주)브이티지엠피,018290,2017/03,83827,19970,36295,36798,47028,20431,948,17453,3928,10463,5589128,0,76
(주)브이티지엠피,018290,2018/03,82653,26905,35426,37442,45211,10790,-270,18108,6579,11865,5414119,0,358
(주)브이티지엠피,018290,2019/03,123897,28456,76777,53470,70428,25761,1070,29011,7678,17655,6902911,0,451
(주)브이티지엠피,018290,2020/03,169324,60507,88478,99336,69988,35532,3443,34457,8471,22255,15313845,0,1440
(주)브이티지엠피,018290,2021/03,229082,104177,126843,123641,105441,46203,8460,44364,11640,26648,10688877,0,1529
(주)브이티지엠피,018290,2022/03,204721,72217,100841,92067,112654,29853,7012,57306,18153,30910,11753837,0,1371
(주)블레이드엔터테인먼트,044480,2011/03,,,,,,,,,,,,,
(주)블레이드엔터테인먼트,044480,2012/03,,,,,,,,,,,,,
(주)블레이드엔터테인먼트,044480,2013/03,29262,2749,18837,2760,26502,7445,558,6464,709,5135,1061609,0,148
(주)블레이드엔터테인먼트,044480,2014/03,28019,2334,17494,2334,25684,7038,-359,3923,755,3392,801303,0,258
(주)블레이드엔터테인먼트,044480,2015/03,27565,2257,17666,2330,25236,7729,51,4299,584,3885,842805,0,12
(주)블레이드엔터테인먼트,044480,2016/03,25593,2240,16925,2240,23353,6335,-420,3298,508,3254,652503,0,32
(주)블레이드엔터테인먼트,044480,2017/03,24997,2601,13726,2871,22126,5597,-174,3283,704,2879,855537,0,20
(주)블레이드엔터테인먼트,044480,2018/03,53759,17690,47275,18001,35758,5675,-268,4008,421,3486,783967,0,408
(주)블레이드엔터테인먼트,044480,2019/03,62300,17821,36581,18432,43867,5321,653,3182,930,2490,567274,0,449
(주)블레이드엔터테인먼트,044480,2020/03,141011,41384,92133,48697,92314,12609,-902,20592,7728,12302,5098732,0,953
(주)블레이드엔터테인먼트,044480,2021/03,65011,14880,19103,19636,45374,6158,-265,3313,1089,2593,392812,0,281
(주)블레이드엔터테인먼트,044480,2022/03,202656,56889,101475,83104,119551,21724,-1530,18500,5824,13572,4398420,0,4166
(주)블루콤,033560,2011/03,,,,,,,,,,,,,
(주)블루콤,033560,2012/03,,,,,,,,,,,,,
(주)블루콤,033560,2013/03,107344,7791,72806,8489,98855,9212,-187,10582,3344,8584,3288731,0,0
(주)블루콤,033560,2014/03,132374,18063,81381,18240,114134,13764,6412,34064,2870,24293,11146788,0,0
(주)블루콤,033560,2015/03,169441,31821,103832,32517,136924,15060,8194,43434,3225,33160,14165855,0,0
(주)블루콤,033560,2016/03,189933,34801,118046,35811,154122,16608,3099,38075,4143,29940,16692976,0,18
(주)블루콤,033560,2017/03,196622,25228,131601,26224,170398,16293,1540,41044,3669,32250,15506444,0,9
(주)블루콤,033560,2018/03,179751,13533,112264,14655,165095,8146,274,21351,2360,18321,7518368,0,0
(주)블루콤,033560,2019/03,169256,5350,103357,6511,162745,8842,-3753,6062,3595,6797,3453111,0,0
(주)블루콤,033560,2020/03,171889,3040,26569,7202,164687,4884,-2728,4494,2943,4553,1298934,0,1454
(주)블루콤,033560,2021/03,179309,14565,38274,19342,159967,11602,857,15526,2439,13648,5389784,0,18
(주)블루콤,033560,2022/03,181512,16930,44978,20450,161063,19412,1078,15609,2908,13053,5995007,0,36
(주)블리츠웨이,369370,2021/03,,,,,,,,,,,,,
(주)블리츠웨이,369370,2022/03,,,,,,,,,,,,,
(주)비덴트,121800,2012/09,,,,,,,,,,,,,
(주)비덴트,121800,2013/03,,,,,,,,,,,,,
(주)비덴트,121800,2014/03,,,,,,,,,,,,,
(주)비덴트,121800,2015/03,53063,10197,28104,11146,41917,15900,-41,5112,2040,3122,837394,0,39
(주)비덴트,121800,2016/03,81504,7576,55873,20880,60623,10507,2028,5286,2259,4068,594495,0,197
(주)비덴트,121800,2017/03,85711,33184,29598,39034,46677,9471,-5732,6779,3800,4906,2457756,0,493
(주)비덴트,121800,2018/03,146938,11840,46467,20162,126776,13908,-7201,4527,1468,2730,683831,0,289
(주)비덴트,121800,2019/03,286836,9054,49074,42565,244271,12609,-501,2983,2114,1831,769381,0,94
(주)비덴트,121800,2020/03,343704,53255,53554,89801,253902,13841,1991,2694,2363,1535,709891,0,1200
(주)비덴트,121800,2021/03,570559,37130,66041,138061,432498,5920,97278,2382,1285,1683,366653,0,905
(주)비덴트,121800,2022/03,,,,,,,,,,,,,
(주)비보존제약,082800,2011/03,,,,,,,,,,,,,
(주)비보존제약,082800,2012/03,,,,,,,,,,,,,
(주)비보존제약,082800,2013/03,,,,,,,,,,,,,
(주)비보존제약,082800,2014/03,,,,,,,,,,,,,
(주)비보존제약,082800,2015/03,,,,,,,,,,,,,
(주)비보존제약,082800,2016/03,,,,,,,,,,,,,
(주)비보존제약,082800,2017/03,,,,,,,,,,,,,
(주)비보존제약,082800,2018/03,,,,,,,,,,,,,
(주)비보존제약,082800,2019/03,99470,7048,40820,31704,67767,5275,-680,10514,1215,9986,4747302,0,397
(주)비보존제약,082800,2020/03,,,,,,,,,,,,,
(주)비보존제약,082800,2021/03,241469,82356,112444,107184,134285,14023,-6225,14195,7393,8535,6137520,0,2316
(주)비보존제약,082800,2022/03,212789,116277,56085,135329,77460,14171,-8582,17005,9478,10866,6889187,0,850
(주)비씨월드제약,200780,2015/03,,,,,,,,,,,,,
(주)비씨월드제약,200780,2016/03,,,,,,,,,,,,,
(주)비씨월드제약,200780,2017/03,,,,,,,,,,,,,
(주)비씨월드제약,200780,2018/03,119891,20298,39656,37257,82634,15521,1891,12868,3617,7034,5429385,0,543
(주)비씨월드제약,200780,2019/03,163804,28806,43277,72179,91625,19781,1923,11899,4244,5957,4374498,0,70
(주)비씨월드제약,200780,2020/03,174332,43755,43567,76174,98158,22899,3168,14537,5330,8410,3962207,0,659
(주)비씨월드제약,200780,2021/03,190870,55325,46583,90704,100166,26550,1127,14577,5090,8767,3061702,0,608
(주)비씨월드제약,200780,2022/03,208098,65617,52550,105714,102384,31888,558,15882,5106,9713,813600,0,765
(주)비아트론,141000,2013/03,,,,,,,,,,,,,
(주)비아트론,141000,2014/03,,,,,,,,,,,,,
(주)비아트론,141000,2015/03,,,,,,,,,,,,,
(주)비아트론,141000,2016/03,,,,,,,,,,,,,
(주)비아트론,141000,2017/03,118977,19690,94080,20870,98107,110,221,22964,2215,17616,9032115,0,3785
(주)비아트론,141000,2018/03,151723,48859,125372,50166,101557,37189,4763,26692,3096,17849,14547948,0,461
(주)비아트론,141000,2019/03,159720,27326,130148,28680,131040,5476,3009,18526,1886,14365,5643803,0,182
(주)비아트론,141000,2020/03,152397,18920,92536,20251,132147,10743,1380,2111,2233,812,7000128,0,565
(주)비아트론,141000,2021/03,183016,35882,125273,37066,145950,15566,1775,8558,3001,4930,7433002,0,405
(주)비아트론,141000,2022/03,191570,31814,88131,32791,158780,13128,1176,4107,3420,674,4838223,0,208
(주)비엘,142760,2017/03,,,,,,,,,,,,,
(주)비엘,142760,2018/03,166784,34036,79503,94110,72674,8187,-2633,4548,3030,4151,2633748,0,124
(주)비엘,142760,2019/03,181601,78935,99910,93587,88015,8270,-3091,25795,10251,17899,3703899,0,1176
(주)비엘,142760,2020/03,158472,56914,57440,83722,74750,5685,-2945,20056,9161,13899,3275034,0,3155
(주)비엘,142760,2021/03,213923,61559,102893,102420,111503,11643,-3585,25602,7906,19740,7410472,0,2489
(주)비엘,142760,2022/03,179323,43702,89732,81272,98051,9638,-2976,24730,10780,16758,4776929,0,1304
(주)비엘팜텍,065170,2011/03,,,,,,,,,,,,,
(주)비엘팜텍,065170,2012/03,,,,,,,,,,,,,
(주)비엘팜텍,065170,2013/03,74385,37638,35995,39000,35385,13595,-185,12033,3556,8270,3776388,0,624
(주)비엘팜텍,065170,2014/03,69293,32022,22695,34657,34635,6474,279,13269,4823,7764,3593248,0,313
(주)비엘팜텍,065170,2015/03,66982,26474,22481,29000,37982,7422,17,14557,4687,9408,2802698,0,282
(주)비엘팜텍,065170,2016/03,61896,12038,19730,28980,32916,7641,272,16231,4907,10695,3217426,0,321
(주)비엘팜텍,065170,2017/03,74599,14557,28800,42791,31808,4983,31,25996,5012,20218,2396971,0,421
(주)비엘팜텍,065170,2018/03,104260,32523,59868,44177,60083,6952,630,19782,6529,11856,2396594,0,409
(주)비엘팜텍,065170,2019/03,112068,28325,63466,38662,73405,6960,575,21158,7238,13694,3425236,0,258
(주)비엘팜텍,065170,2020/03,104352,24910,35506,46690,57662,4473,2843,16092,5995,10538,2770945,0,791
(주)비엘팜텍,065170,2021/03,142992,39154,48875,70108,72884,10121,-84,20326,5133,14924,7196520,0,864
(주)비엘팜텍,065170,2022/03,129444,34571,40104,62957,66486,7994,-397,19643,5122,14367,4655136,0,834
(주)비엠티,086670,2011/03,,,,,,,,,,,,,
(주)비엠티,086670,2012/03,,,,,,,,,,,,,
(주)비엠티,086670,2013/03,81238,25458,45427,36803,44435,25141,520,9875,2073,7159,3704272,0,344
(주)비엠티,086670,2014/03,91285,31925,51084,37796,53488,22828,1590,15606,2508,11329,4109086,0,295
(주)비엠티,086670,2015/03,94230,32314,52318,38097,56133,23857,773,14604,2793,10774,3199360,0,291
(주)비엠티,086670,2016/03,93670,34301,53343,38079,55592,21883,-885,9392,2901,7276,3035568,0,575
(주)비엠티,086670,2017/03,94624,39528,53246,39964,54660,21482,182,15746,2863,11332,5327930,0,1411
(주)비엠티,086670,2018/03,102205,41057,58039,41177,61029,25576,1758,19234,3338,13741,5410129,0,348
(주)비엠티,086670,2019/03,115176,45461,66637,49033,66143,35127,1163,16885,3026,12606,8472770,0,325
(주)비엠티,086670,2020/03,123657,44645,76216,51263,72395,34397,3245,24213,3581,17628,5690421,0,329
(주)비엠티,086670,2021/03,156747,60422,90199,80685,76061,38731,4128,25579,3662,18408,7503096,0,305
(주)비엠티,086670,2022/03,200467,73028,110686,116834,83633,53078,3597,25053,3467,17506,10871999,0,1259
(주)비올,335890,2020/03,,,,,,,,,,,,,
(주)비올,335890,2021/03,23839,1873,20572,3809,20030,2284,319,2741,1597,1026,236402,0,15
(주)비올,335890,2022/03,30558,2471,27257,2708,27850,3224,1333,5096,1989,1734,509356,0,21
(주)비즈니스온커뮤니케이션,138580,2018/03,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2019/03,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2020/03,,,,,,,,,,,,,
(주)비즈니스온커뮤니케이션,138580,2021/03,73411,9000,31438,9786,63626,1,2322,8646,6343,0,723231,0,6
(주)비즈니스온커뮤니케이션,138580,2022/03,97573,17725,26305,34072,63501,0,1545,10518,7562,0,2732469,0,86
(주)비지에프에코머티리얼즈,126600,2011/03,,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2012/03,,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2013/03,,,,,,,,,,,,,
(주)비지에프에코머티리얼즈,126600,2014/03,70394,13270,48969,22947,47448,13493,2042,24499,1824,20319,7536513,0,99
(주)비지에프에코머티리얼즈,126600,2015/03,88153,30675,54932,30966,57187,14858,2314,27813,2700,22413,8665357,0,122
(주)비지에프에코머티리얼즈,126600,2016/03,114896,25222,76961,35709,79186,15583,3372,31355,2559,24839,9419541,0,110
(주)비지에프에코머티리얼즈,126600,2017/03,128440,40108,93866,40888,87553,20372,1602,35326,2460,29535,13737064,0,128
(주)비지에프에코머티리얼즈,126600,2018/03,142581,43843,105896,44686,97895,22710,1321,32380,2956,28487,17085486,0,141
(주)비지에프에코머티리얼즈,126600,2019/03,156269,52461,116336,53748,102521,46418,2155,42817,3341,37464,31035283,0,151
(주)비지에프에코머티리얼즈,126600,2020/03,153686,42245,115734,43825,109861,30932,2580,38952,3486,32786,16105289,0,110
(주)비지에프에코머티리얼즈,126600,2021/03,158366,36004,122378,36579,121787,29646,4529,47180,5027,38051,15815274,0,28
(주)비지에프에코머티리얼즈,126600,2022/03,298879,128638,248072,132088,166791,45535,12430,62218,5041,52244,18602829,0,2965
(주)비츠로셀,082920,2011/06,,,,,,,,,,,,,
(주)비츠로셀,082920,2012/06,,,,,,,,,,,,,
(주)비츠로셀,082920,2013/06,74220,12107,36480,13874,60346,10532,2047,11610,2268,8045,3242818,0,18
(주)비츠로셀,082920,2014/09,81776,12439,36520,13441,68334,11355,1884,17613,2655,13195,2885836,0,12
(주)비츠로셀,082920,2015/09,94811,16681,44268,17396,77415,15527,2205,16671,2692,12041,2638222,0,6
(주)비츠로셀,082920,2016/09,114477,17857,59544,20921,93556,23310,3508,25031,2433,17745,4643330,0,17
(주)비츠로셀,082920,2017/09,125404,17253,77690,19119,106286,14295,-551,5811,2086,4675,5017349,0,6
(주)비츠로셀,082920,2019/03,148495,20453,54120,23468,125027,26863,3814,30166,2888,23126,7623572,0,8
(주)비츠로셀,082920,2020/03,167453,17609,76438,21931,145521,27011,6207,30826,2691,21912,4469682,0,88
(주)비츠로셀,082920,2021/03,195770,15563,108849,37192,158578,29759,5290,24040,2724,16717,3834646,0,333
(주)비츠로셀,082920,2022/03,211522,39600,125481,44153,167369,35692,3783,21531,2657,15566,3382917,0,371
(주)비츠로시스,054220,2011/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2012/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2013/06,144771,68144,78054,76200,68571,387,-148,23651,4162,19713,25890932,0,358
(주)비츠로시스,054220,2014/06,138481,74209,67809,76483,61998,1062,352,24759,3760,20572,24422534,0,584
(주)비츠로시스,054220,2015/06,128171,64972,64342,67636,60535,903,281,14805,2996,11657,21855785,0,403
(주)비츠로시스,054220,2016/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2017/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2018/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2019/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2020/06,,,,,,,,,,,,,
(주)비츠로시스,054220,2021/06,17881,11282,9637,11532,6348,2275,-870,1062,899,1063,2519162,0,28
(주)비츠로시스,054220,2022/06,,,,,,,,,,,,,
(주)비츠로테크,042370,2011/06,,,,,,,,,,,,,
(주)비츠로테크,042370,2012/06,,,,,,,,,,,,,
(주)비츠로테크,042370,2013/06,,,,,,,,,,,,,
(주)비츠로테크,042370,2014/09,,,,,,,,,,,,,
(주)비츠로테크,042370,2015/09,,,,,,,,,,,,,
(주)비츠로테크,042370,2016/09,256400,58150,116079,88089,168311,33280,17812,39118,4071,32794,17578356,0,142
(주)비츠로테크,042370,2017/09,284936,70452,148616,88747,196189,26980,1686,45261,6334,37678,19797354,0,143
(주)비츠로테크,042370,2018/09,340866,89566,140326,129724,211141,49327,3425,64836,6816,49513,21396184,0,177
(주)비츠로테크,042370,2020/03,375323,101512,168141,124068,251255,44113,3431,75248,7567,60314,24752549,0,572
(주)비츠로테크,042370,2021/03,427377,96682,223722,138822,288555,46475,4604,75184,7335,60848,24650170,0,488
(주)비츠로테크,042370,2022/03,461364,101308,254342,147401,313963,59539,-370,64792,7812,55280,17593201,0,815
(주)비케이홀딩스,050090,2011/03,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2012/03,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2013/03,105917,37925,21180,60733,45184,6537,-684,13118,1452,11568,6475349,0,694
(주)비케이홀딩스,050090,2014/03,101897,39742,23375,59177,42720,7327,-599,16093,1615,14288,5760214,0,664
(주)비케이홀딩스,050090,2015/03,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2016/03,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2017/03,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2018/03,43058,11199,8273,13434,29623,4949,-1196,3883,1046,3805,1089350,0,103
(주)비케이홀딩스,050090,2019/03,32587,1730,23438,4066,28520,1992,-699,2754,716,2818,116127,0,12
(주)비케이홀딩스,050090,2020/03,48922,15502,40970,16916,32006,1983,-369,2840,636,2531,470641,0,6
(주)비케이홀딩스,050090,2021/03,,,,,,,,,,,,,
(주)비케이홀딩스,050090,2022/03,,,,,,,,,,,,,
(주)비투엔,307870,2019/03,,,,,,,,,,,,,
(주)비투엔,307870,2020/03,,,,,,,,,,,,,
(주)비투엔,307870,2021/03,,,,,,,,,,,,,
(주)비투엔,307870,2022/03,,,,,,,,,,,,,
(주)비트나인,357880,2022/03,37213,2319,25698,2730,34483,0,950,4120,3160,0,0,0,3
(주)비트컴퓨터,032850,2011/03,,,,,,,,,,,,,
(주)비트컴퓨터,032850,2012/03,,,,,,,,,,,,,
(주)비트컴퓨터,032850,2013/03,53366,11063,19677,22801,30565,259,80,7310,1159,6064,4942615,0,176
(주)비트컴퓨터,032850,2014/03,51116,10673,19534,20504,30611,248,583,7293,1279,5460,4200405,0,146
(주)비트컴퓨터,032850,2015/03,50981,10488,19856,18797,32184,47,812,9339,1362,7086,5249885,0,101
(주)비트컴퓨터,032850,2016/03,51625,8331,20085,14385,37239,88,1372,8500,842,5922,2374597,0,64
(주)비트컴퓨터,032850,2017/03,51134,6963,17721,10842,40292,64,275,7331,1160,6002,1780477,0,39
(주)비트컴퓨터,032850,2018/03,54401,8549,18873,10399,44002,26,1622,8524,1179,6153,1218458,0,25
(주)비트컴퓨터,032850,2019/03,57486,10990,19326,13792,43694,1420,1782,7814,1000,5722,2413234,0,14
(주)비트컴퓨터,032850,2020/03,63613,10434,20972,15067,48545,240,489,7455,778,5027,1760940,0,43
(주)비트컴퓨터,032850,2021/03,69918,10761,24014,15182,54736,1054,1047,7629,1344,5117,0,0,32
(주)비트컴퓨터,032850,2022/03,72559,8894,24595,13411,59148,61,1031,8495,1492,5724,0,0,33
(주)비피도,238200,2019/03,,,,,,,,,,,,,
(주)비피도,238200,2020/03,48731,2030,18571,2481,46250,3031,322,3459,1109,2094,283915,0,2
(주)비피도,238200,2021/03,55044,2802,42380,3258,51787,2843,5619,2947,1211,1902,240474,0,3
(주)비피도,238200,2022/03,54304,2596,24903,2957,51347,2187,669,3621,870,2080,157269,0,2
(주)빅솔론,093190,2011/03,,,,,,,,,,,,,
(주)빅솔론,093190,2012/03,,,,,,,,,,,,,
(주)빅솔론,093190,2013/03,92424,17130,73464,17924,74500,17562,5618,22021,3550,13870,6239005,0,421
(주)빅솔론,093190,2014/03,103856,14860,80708,16253,87603,18438,3482,21082,3686,13804,3277551,0,1273
(주)빅솔론,093190,2015/03,115331,17368,84372,19007,96324,19167,4253,19475,3497,12587,4174527,0,1130
(주)빅솔론,093190,2016/03,131565,19287,90335,21159,110406,22206,3028,20928,4250,12828,3739726,0,1256
(주)빅솔론,093190,2017/03,138761,16160,85226,17954,120806,22434,2900,21474,4534,14413,5152316,0,286
(주)빅솔론,093190,2018/03,159797,18390,121583,19678,140119,25853,4285,23189,4027,15708,5117628,0,383
(주)빅솔론,093190,2019/03,161161,15118,122041,18686,142474,26413,1408,17283,4481,12187,5028624,0,187
(주)빅솔론,093190,2020/03,163099,14932,131098,17947,145152,27419,2927,21729,4640,15075,5336538,0,1190
(주)빅솔론,093190,2021/03,199916,16039,126571,21721,178195,28698,2914,21607,4830,15253,7281722,0,202
(주)빅솔론,093190,2022/03,227833,23398,127058,29311,198521,35794,2609,32704,6180,20653,8021494,0,4177
(주)빅텍,065450,2011/03,,,,,,,,,,,,,
(주)빅텍,065450,2012/03,,,,,,,,,,,,,
(주)빅텍,065450,2013/03,,,,,,,,,,,,,
(주)빅텍,065450,2014/03,,,,,,,,,,,,,
(주)빅텍,065450,2015/03,,,,,,,,,,,,,
(주)빅텍,065450,2016/03,,,,,,,,,,,,,
(주)빅텍,065450,2017/03,,,,,,,,,,,,,
(주)빅텍,065450,2018/03,,,,,,,,,,,,,
(주)빅텍,065450,2019/03,,,,,,,,,,,,,
(주)빅텍,065450,2020/03,,,,,,,,,,,,,
(주)빅텍,065450,2021/03,,,,,,,,,,,,,
(주)빅텍,065450,2022/03,,,,,,,,,,,,,
(주)사람인,143240,2012/03,,,,,,,,,,,,,
(주)사람인,143240,2013/03,,,,,,,,,,,,,
(주)사람인,143240,2014/03,,,,,,,,,,,,,
(주)사람인,143240,2015/03,65123,6976,44879,6976,58147,0,1810,15774,6293,7483,0,0,4
(주)사람인,143240,2016/03,,,,,,,,,,,,,
(주)사람인,143240,2017/03,84460,9376,28496,9376,75084,0,2635,19575,9743,6989,0,0,0
(주)사람인,143240,2018/03,90624,15215,35633,15215,75409,0,2589,21930,18168,0,0,0,255
(주)사람인,143240,2019/03,107872,16474,52457,17281,90592,0,5272,20736,14966,0,0,0,10
(주)사람인,143240,2020/03,127231,16414,69201,16748,110484,0,5049,21657,16046,0,0,0,31
(주)사람인,143240,2021/03,144388,17605,80841,19118,125270,0,6816,24718,17183,0,0,0,53
(주)사람인,143240,2022/03,191418,36635,50788,37171,154247,0,9049,35663,23179,0,0,0,85
(주)삼기,122350,2011/03,,,,,,,,,,,,,
(주)삼기,122350,2012/03,,,,,,,,,,,,,
(주)삼기,122350,2013/03,173810,74296,36192,106528,67282,12061,3107,46108,2636,40073,8203058,0,910
(주)삼기,122350,2014/03,,,,,,,,,,,,,
(주)삼기,122350,2015/03,251276,118205,55948,160850,90426,16895,4001,64001,4790,54482,10504475,0,1025
(주)삼기,122350,2016/03,283406,93589,60456,182284,101121,12154,1286,78930,5623,66969,10369553,0,951
(주)삼기,122350,2017/03,318856,124915,75184,206268,112587,19441,4028,82093,6802,69297,17363421,0,1049
(주)삼기,122350,2018/03,339951,189403,79393,222150,117801,23059,1499,64097,6945,56161,16689697,0,1345
(주)삼기,122350,2019/03,398693,219392,93605,263945,134748,25228,1801,65200,6464,58042,17900884,0,1749
(주)삼기,122350,2020/03,424808,198298,121892,285235,139573,32974,2865,75145,6490,67863,35697223,0,1751
(주)삼기,122350,2021/03,507317,263736,181691,382602,124715,46878,-3770,138112,16742,127544,74537011,0,1653
(주)삼기,122350,2022/03,528903,227636,212295,374732,154172,63690,4296,139082,9381,124126,71845121,0,1821
(주)삼보판지,023600,2011/03,,,,,,,,,,,,,
(주)삼보판지,023600,2012/03,,,,,,,,,,,,,
(주)삼보판지,023600,2013/03,515434,121088,112157,213334,302100,33822,4101,69592,7652,56510,9815042,0,1226
(주)삼보판지,023600,2014/03,531483,109574,112723,216789,314695,38739,2805,73521,8590,60227,11262973,0,1011
(주)삼보판지,023600,2015/03,548397,127104,106076,221832,326565,33770,1797,73842,9160,62095,12707093,0,843
(주)삼보판지,023600,2016/03,540111,148476,114979,247084,293027,32267,1970,72960,9722,60821,12702351,0,1240
(주)삼보판지,023600,2017/03,569686,120072,108774,237580,332107,34081,1885,82584,10523,72914,18710885,0,824
(주)삼보판지,023600,2018/03,523766,140592,146215,215848,307918,36435,7203,89174,4973,74116,13211296,0,1159
(주)삼보판지,023600,2019/03,553504,122378,150799,183271,370232,31614,7785,87190,9337,66901,13043051,0,661
(주)삼보판지,023600,2020/03,546053,67282,136132,143139,402914,24943,10559,91816,10007,69749,16115091,0,360
(주)삼보판지,023600,2021/03,612650,71255,176343,158264,454386,25807,18369,123647,12141,87953,25403765,0,253
(주)삼보판지,023600,2022/03,687448,97508,224354,183153,504295,37886,12254,140446,13578,110639,28738920,0,543
(주)삼양옵틱스,225190,2018/03,48314,14991,30458,17029,31284,9957,3443,11765,3140,6087,1357209,0,138
(주)삼양옵틱스,225190,2019/03,48402,13184,30265,17361,31041,9412,2129,12274,3251,6701,1571992,0,37
(주)삼양옵틱스,225190,2020/03,50388,12066,31595,16461,33928,11598,593,7885,3036,4124,1656721,0,870
(주)삼양옵틱스,225190,2021/03,46783,9967,25720,16425,30358,8374,877,8728,2925,5233,1533051,0,71
(주)삼양옵틱스,225190,2022/03,52124,12750,31471,19243,32881,9472,1698,11611,3016,6697,1776600,0,153
(주)삼영에스앤씨,361670,2022/03,,,,,,,,,,,,,
(주)삼일,032280,2011/03,,,,,,,,,,,,,
(주)삼일,032280,2012/03,,,,,,,,,,,,,
(주)삼일,032280,2013/03,,,,,,,,,,,,,
(주)삼일,032280,2014/03,,,,,,,,,,,,,
(주)삼일,032280,2015/03,,,,,,,,,,,,,
(주)삼일,032280,2016/03,,,,,,,,,,,,,
(주)삼일,032280,2017/03,,,,,,,,,,,,,
(주)삼일,032280,2018/03,,,,,,,,,,,,,
(주)삼일,032280,2019/03,,,,,,,,,,,,,
